county,ej_variable,value
Los Angeles,Imparired Water Bodies,5
Los Angeles,Groundwater Threats,2
Los Angeles,Pollution Burden Score,6.13
Los Angeles,Annual Ozone Concentration,0.065
Los Angeles,Total Population,2942
Los Angeles,Poverty (% Below Poverty Level),18.5
Los Angeles,Asthma,35.39
Los Angeles,Annual PM 2.5 Concentrations,12.01645709
Los Angeles,Cardiovascular Disease,15.13
Los Angeles,Drinking Water Contaminant Index,356.54
Los Angeles,Imparired Water Bodies,6
Los Angeles,Groundwater Threats,1.5
Los Angeles,Pollution Burden Score,5.35
Los Angeles,Annual Ozone Concentration,0.047
Los Angeles,Total Population,7352
Los Angeles,Poverty (% Below Poverty Level),18.8
Los Angeles,Asthma,33.03
Los Angeles,Annual PM 2.5 Concentrations,11.71558023
Los Angeles,Cardiovascular Disease,10.72
Los Angeles,Drinking Water Contaminant Index,429.25
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,8
Los Angeles,Pollution Burden Score,5.54
Los Angeles,Annual Ozone Concentration,0.048
Los Angeles,Total Population,4636
Los Angeles,Poverty (% Below Poverty Level),20.9
Los Angeles,Asthma,16.21
Los Angeles,Annual PM 2.5 Concentrations,11.65891195
Los Angeles,Cardiovascular Disease,10.28
Los Angeles,Drinking Water Contaminant Index,440.64
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,6
Los Angeles,Pollution Burden Score,5.65
Los Angeles,Annual Ozone Concentration,0.049
Los Angeles,Total Population,8175
Los Angeles,Poverty (% Below Poverty Level),22.5
Los Angeles,Asthma,27.84
Los Angeles,Annual PM 2.5 Concentrations,11.63961067
Los Angeles,Cardiovascular Disease,10.41
Los Angeles,Drinking Water Contaminant Index,443.24
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,31.75
Los Angeles,Pollution Burden Score,5.97
Los Angeles,Annual Ozone Concentration,0.043
Los Angeles,Total Population,3884
Los Angeles,Poverty (% Below Poverty Level),17
Los Angeles,Asthma,22.91
Los Angeles,Annual PM 2.5 Concentrations,11.01194549
Los Angeles,Cardiovascular Disease,11.89
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,6
Los Angeles,Groundwater Threats,6.3
Los Angeles,Pollution Burden Score,5.45
Los Angeles,Annual Ozone Concentration,0.064
Los Angeles,Total Population,4764
Los Angeles,Poverty (% Below Poverty Level),18.6
Los Angeles,Asthma,28.05
Los Angeles,Annual PM 2.5 Concentrations,11.74267889
Los Angeles,Cardiovascular Disease,11.44
Los Angeles,Drinking Water Contaminant Index,469.86
Los Angeles,Imparired Water Bodies,4
Los Angeles,Groundwater Threats,3
Los Angeles,Pollution Burden Score,5.55
Los Angeles,Annual Ozone Concentration,0.044
Los Angeles,Total Population,5124
Los Angeles,Poverty (% Below Poverty Level),17.3
Los Angeles,Asthma,29.96
Los Angeles,Annual PM 2.5 Concentrations,11.970463669999999
Los Angeles,Cardiovascular Disease,9.38
Los Angeles,Drinking Water Contaminant Index,787.94
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,8.5
Los Angeles,Pollution Burden Score,6.34
Los Angeles,Annual Ozone Concentration,0.048
Los Angeles,Total Population,5413
Los Angeles,Poverty (% Below Poverty Level),26.6
Los Angeles,Asthma,23.31
Los Angeles,Annual PM 2.5 Concentrations,11.24230672
Los Angeles,Cardiovascular Disease,7.7
Los Angeles,Drinking Water Contaminant Index,634.13
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,1
Los Angeles,Pollution Burden Score,5.84
Los Angeles,Annual Ozone Concentration,0.058
Los Angeles,Total Population,8457
Los Angeles,Poverty (% Below Poverty Level),12
Los Angeles,Asthma,25.2
Los Angeles,Annual PM 2.5 Concentrations,11.53224567
Los Angeles,Cardiovascular Disease,7.65
Los Angeles,Drinking Water Contaminant Index,339.04
Los Angeles,Imparired Water Bodies,11
Los Angeles,Groundwater Threats,15.5
Los Angeles,Pollution Burden Score,6.64
Los Angeles,Annual Ozone Concentration,0.041
Los Angeles,Total Population,4109
Los Angeles,Poverty (% Below Poverty Level),19.9
Los Angeles,Asthma,38.78
Los Angeles,Annual PM 2.5 Concentrations,10.27739389
Los Angeles,Cardiovascular Disease,12.18
Los Angeles,Drinking Water Contaminant Index,648.36
Los Angeles,Imparired Water Bodies,11
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,5.59
Los Angeles,Annual Ozone Concentration,0.061
Los Angeles,Total Population,5162
Los Angeles,Poverty (% Below Poverty Level),18.8
Los Angeles,Asthma,21.13
Los Angeles,Annual PM 2.5 Concentrations,11.6943512
Los Angeles,Cardiovascular Disease,9.92
Los Angeles,Drinking Water Contaminant Index,769.34
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,25.25
Los Angeles,Pollution Burden Score,7.07
Los Angeles,Annual Ozone Concentration,0.049
Los Angeles,Total Population,3158
Los Angeles,Poverty (% Below Poverty Level),19.5
Los Angeles,Asthma,34.49
Los Angeles,Annual PM 2.5 Concentrations,11.69483322
Los Angeles,Cardiovascular Disease,11.8
Los Angeles,Drinking Water Contaminant Index,440.64
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,7.5
Los Angeles,Pollution Burden Score,5.18
Los Angeles,Annual Ozone Concentration,0.046
Los Angeles,Total Population,6687
Los Angeles,Poverty (% Below Poverty Level),32
Los Angeles,Asthma,36.66
Los Angeles,Annual PM 2.5 Concentrations,12.23742986
Los Angeles,Cardiovascular Disease,10.36
Los Angeles,Drinking Water Contaminant Index,526.58
Los Angeles,Imparired Water Bodies,3
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,4.59
Los Angeles,Annual Ozone Concentration,0.059
Los Angeles,Total Population,2428
Los Angeles,Poverty (% Below Poverty Level),20.3
Los Angeles,Asthma,34.3
Los Angeles,Annual PM 2.5 Concentrations,11.24459686
Los Angeles,Cardiovascular Disease,11.63
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,4.51
Los Angeles,Annual Ozone Concentration,0.066
Los Angeles,Total Population,6070
Los Angeles,Poverty (% Below Poverty Level),18.1
Los Angeles,Asthma,35.17
Los Angeles,Annual PM 2.5 Concentrations,11.90127195
Los Angeles,Cardiovascular Disease,6.8
Los Angeles,Drinking Water Contaminant Index,488.79
Los Angeles,Imparired Water Bodies,6
Los Angeles,Groundwater Threats,3
Los Angeles,Pollution Burden Score,5.59
Los Angeles,Annual Ozone Concentration,0.052
Los Angeles,Total Population,2372
Los Angeles,Poverty (% Below Poverty Level),16.1
Los Angeles,Asthma,52.54
Los Angeles,Annual PM 2.5 Concentrations,10.95076564
Los Angeles,Cardiovascular Disease,13.58
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,1
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,3.9
Los Angeles,Annual Ozone Concentration,0.067
Los Angeles,Total Population,2742
Los Angeles,Poverty (% Below Poverty Level),15.4
Los Angeles,Asthma,28.97
Los Angeles,Annual PM 2.5 Concentrations,11.64254863
Los Angeles,Cardiovascular Disease,8.2
Los Angeles,Drinking Water Contaminant Index,440.64
Los Angeles,Imparired Water Bodies,5
Los Angeles,Groundwater Threats,2.25
Los Angeles,Pollution Burden Score,5.89
Los Angeles,Annual Ozone Concentration,0.046
Los Angeles,Total Population,4577
Los Angeles,Poverty (% Below Poverty Level),4.7
Los Angeles,Asthma,51.44
Los Angeles,Annual PM 2.5 Concentrations,10.94210448
Los Angeles,Cardiovascular Disease,13.37
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,3
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,5
Los Angeles,Annual Ozone Concentration,0.067
Los Angeles,Total Population,3781
Los Angeles,Poverty (% Below Poverty Level),9.6
Los Angeles,Asthma,41.71
Los Angeles,Annual PM 2.5 Concentrations,11.14759703
Los Angeles,Cardiovascular Disease,10.8
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0.3
Los Angeles,Pollution Burden Score,5.4
Los Angeles,Annual Ozone Concentration,0.066
Los Angeles,Total Population,4061
Los Angeles,Poverty (% Below Poverty Level),35
Los Angeles,Asthma,37.16
Los Angeles,Annual PM 2.5 Concentrations,11.58107322
Los Angeles,Cardiovascular Disease,9.61
Los Angeles,Drinking Water Contaminant Index,339.04
Los Angeles,Imparired Water Bodies,5
Los Angeles,Groundwater Threats,4.8
Los Angeles,Pollution Burden Score,4.68
Los Angeles,Annual Ozone Concentration,0.04
Los Angeles,Total Population,2955
Los Angeles,Poverty (% Below Poverty Level),27.2
Los Angeles,Asthma,26.46
Los Angeles,Annual PM 2.5 Concentrations,12.11003917
Los Angeles,Cardiovascular Disease,10.71
Los Angeles,Drinking Water Contaminant Index,435.94
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,5
Los Angeles,Annual Ozone Concentration,0.055
Los Angeles,Total Population,3927
Los Angeles,Poverty (% Below Poverty Level),19
Los Angeles,Asthma,32.13
Los Angeles,Annual PM 2.5 Concentrations,11.80798017
Los Angeles,Cardiovascular Disease,11.06
Los Angeles,Drinking Water Contaminant Index,440.64
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,1.5
Los Angeles,Pollution Burden Score,4.85
Los Angeles,Annual Ozone Concentration,0.046
Los Angeles,Total Population,5632
Los Angeles,Poverty (% Below Poverty Level),16.5
Los Angeles,Asthma,18.91
Los Angeles,Annual PM 2.5 Concentrations,11.93026042
Los Angeles,Cardiovascular Disease,7.58
Los Angeles,Drinking Water Contaminant Index,228.21
Los Angeles,Imparired Water Bodies,6
Los Angeles,Groundwater Threats,5.8
Los Angeles,Pollution Burden Score,5.99
Los Angeles,Annual Ozone Concentration,0.043
Los Angeles,Total Population,4037
Los Angeles,Poverty (% Below Poverty Level),21.1
Los Angeles,Asthma,28.38
Los Angeles,Annual PM 2.5 Concentrations,12.07486245
Los Angeles,Cardiovascular Disease,9.84
Los Angeles,Drinking Water Contaminant Index,425.42
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,2.1
Los Angeles,Pollution Burden Score,4.95
Los Angeles,Annual Ozone Concentration,0.052
Los Angeles,Total Population,5462
Los Angeles,Poverty (% Below Poverty Level),16.3
Los Angeles,Asthma,32.14
Los Angeles,Annual PM 2.5 Concentrations,11.64347745
Los Angeles,Cardiovascular Disease,11.06
Los Angeles,Drinking Water Contaminant Index,440.64
Los Angeles,Imparired Water Bodies,14
Los Angeles,Groundwater Threats,27.05
Los Angeles,Pollution Burden Score,6.21
Los Angeles,Annual Ozone Concentration,0.045
Los Angeles,Total Population,5674
Los Angeles,Poverty (% Below Poverty Level),31.2
Los Angeles,Asthma,18.11
Los Angeles,Annual PM 2.5 Concentrations,11.65400614
Los Angeles,Cardiovascular Disease,7.58
Los Angeles,Drinking Water Contaminant Index,440.64
Los Angeles,Imparired Water Bodies,17
Los Angeles,Groundwater Threats,27.75
Los Angeles,Pollution Burden Score,6.32
Los Angeles,Annual Ozone Concentration,0.044
Los Angeles,Total Population,12100
Los Angeles,Poverty (% Below Poverty Level),12.9
Los Angeles,Asthma,26.75
Los Angeles,Annual PM 2.5 Concentrations,11.65962976
Los Angeles,Cardiovascular Disease,9.17
Los Angeles,Drinking Water Contaminant Index,440.64
Los Angeles,Imparired Water Bodies,28
Los Angeles,Groundwater Threats,92.5
Los Angeles,Pollution Burden Score,6.8
Los Angeles,Annual Ozone Concentration,0.044
Los Angeles,Total Population,4586
Los Angeles,Poverty (% Below Poverty Level),34.5
Los Angeles,Asthma,21.41
Los Angeles,Annual PM 2.5 Concentrations,11.84691327
Los Angeles,Cardiovascular Disease,5.62
Los Angeles,Drinking Water Contaminant Index,750.97
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,1.65
Los Angeles,Pollution Burden Score,5.19
Los Angeles,Annual Ozone Concentration,0.06
Los Angeles,Total Population,2508
Los Angeles,Poverty (% Below Poverty Level),18.7
Los Angeles,Asthma,26.3
Los Angeles,Annual PM 2.5 Concentrations,11.90155949
Los Angeles,Cardiovascular Disease,11.75
Los Angeles,Drinking Water Contaminant Index,440.64
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,25.6
Los Angeles,Pollution Burden Score,6.86
Los Angeles,Annual Ozone Concentration,0.044
Los Angeles,Total Population,5278
Los Angeles,Poverty (% Below Poverty Level),12.4
Los Angeles,Asthma,29.39
Los Angeles,Annual PM 2.5 Concentrations,11.93838377
Los Angeles,Cardiovascular Disease,11.34
Los Angeles,Drinking Water Contaminant Index,316.09
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,1.5
Los Angeles,Pollution Burden Score,5.34
Los Angeles,Annual Ozone Concentration,0.042
Los Angeles,Total Population,7788
Los Angeles,Poverty (% Below Poverty Level),19.9
Los Angeles,Asthma,33.63
Los Angeles,Annual PM 2.5 Concentrations,12.40710799
Los Angeles,Cardiovascular Disease,10.55
Los Angeles,Drinking Water Contaminant Index,527.33
Los Angeles,Imparired Water Bodies,8
Los Angeles,Groundwater Threats,16.8
Los Angeles,Pollution Burden Score,6.04
Los Angeles,Annual Ozone Concentration,0.06
Los Angeles,Total Population,7174
Los Angeles,Poverty (% Below Poverty Level),13.2
Los Angeles,Asthma,27.23
Los Angeles,Annual PM 2.5 Concentrations,9.905727034
Los Angeles,Cardiovascular Disease,10.4
Los Angeles,Drinking Water Contaminant Index,656.79
Los Angeles,Imparired Water Bodies,5
Los Angeles,Groundwater Threats,4.5
Los Angeles,Pollution Burden Score,6.72
Los Angeles,Annual Ozone Concentration,0.065
Los Angeles,Total Population,3052
Los Angeles,Poverty (% Below Poverty Level),9
Los Angeles,Asthma,18.58
Los Angeles,Annual PM 2.5 Concentrations,11.89517547
Los Angeles,Cardiovascular Disease,8.52
Los Angeles,Drinking Water Contaminant Index,285.94
Los Angeles,Imparired Water Bodies,8
Los Angeles,Groundwater Threats,11
Los Angeles,Pollution Burden Score,5.38
Los Angeles,Annual Ozone Concentration,0.043
Los Angeles,Total Population,4379
Los Angeles,Poverty (% Below Poverty Level),8.2
Los Angeles,Asthma,27.4
Los Angeles,Annual PM 2.5 Concentrations,11.36662201
Los Angeles,Cardiovascular Disease,13.37
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,3
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,6.44
Los Angeles,Annual Ozone Concentration,0.066
Los Angeles,Total Population,8038
Los Angeles,Poverty (% Below Poverty Level),17.9
Los Angeles,Asthma,20.42
Los Angeles,Annual PM 2.5 Concentrations,11.3985122
Los Angeles,Cardiovascular Disease,6.75
Los Angeles,Drinking Water Contaminant Index,777.04
Los Angeles,Imparired Water Bodies,3
Los Angeles,Groundwater Threats,2.25
Los Angeles,Pollution Burden Score,6.85
Los Angeles,Annual Ozone Concentration,0.055
Los Angeles,Total Population,5644
Los Angeles,Poverty (% Below Poverty Level),19.2
Los Angeles,Asthma,34.49
Los Angeles,Annual PM 2.5 Concentrations,11.66040963
Los Angeles,Cardiovascular Disease,11.8
Los Angeles,Drinking Water Contaminant Index,440.64
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0.3
Los Angeles,Pollution Burden Score,5.05
Los Angeles,Annual Ozone Concentration,0.046
Los Angeles,Total Population,4700
Los Angeles,Poverty (% Below Poverty Level),20.9
Los Angeles,Asthma,30.53
Los Angeles,Annual PM 2.5 Concentrations,11.89070824
Los Angeles,Cardiovascular Disease,9.68
Los Angeles,Drinking Water Contaminant Index,387.33
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,6
Los Angeles,Pollution Burden Score,5.53
Los Angeles,Annual Ozone Concentration,0.045
Los Angeles,Total Population,4343
Los Angeles,Poverty (% Below Poverty Level),21.7
Los Angeles,Asthma,29.04
Los Angeles,Annual PM 2.5 Concentrations,9.939752588
Los Angeles,Cardiovascular Disease,8.03
Los Angeles,Drinking Water Contaminant Index,662.59
Los Angeles,Imparired Water Bodies,2
Los Angeles,Groundwater Threats,3.75
Los Angeles,Pollution Burden Score,5.76
Los Angeles,Annual Ozone Concentration,0.067
Los Angeles,Total Population,5623
Los Angeles,Poverty (% Below Poverty Level),18.5
Los Angeles,Asthma,20.98
Los Angeles,Annual PM 2.5 Concentrations,10.81196096
Los Angeles,Cardiovascular Disease,7.14
Los Angeles,Drinking Water Contaminant Index,756.83
Los Angeles,Imparired Water Bodies,1
Los Angeles,Groundwater Threats,1.05
Los Angeles,Pollution Burden Score,6.53
Los Angeles,Annual Ozone Concentration,0.056
Los Angeles,Total Population,3539
Los Angeles,Poverty (% Below Poverty Level),15.6
Los Angeles,Asthma,55.21
Los Angeles,Annual PM 2.5 Concentrations,10.67639216
Los Angeles,Cardiovascular Disease,12.82
Los Angeles,Drinking Water Contaminant Index,726.64
Los Angeles,Imparired Water Bodies,4
Los Angeles,Groundwater Threats,14.5
Los Angeles,Pollution Burden Score,4.4
Los Angeles,Annual Ozone Concentration,0.059
Los Angeles,Total Population,1608
Los Angeles,Poverty (% Below Poverty Level),15.4
Los Angeles,Asthma,31.71
Los Angeles,Annual PM 2.5 Concentrations,9.922892997
Los Angeles,Cardiovascular Disease,9.92
Los Angeles,Drinking Water Contaminant Index,563.62
Los Angeles,Imparired Water Bodies,13
Los Angeles,Groundwater Threats,5.5
Los Angeles,Pollution Burden Score,5.76
Los Angeles,Annual Ozone Concentration,0.063
Los Angeles,Total Population,4642
Los Angeles,Poverty (% Below Poverty Level),13.7
Los Angeles,Asthma,19.82
Los Angeles,Annual PM 2.5 Concentrations,11.79500895
Los Angeles,Cardiovascular Disease,5.29
Los Angeles,Drinking Water Contaminant Index,669.31
Los Angeles,Imparired Water Bodies,0
Los Angeles,Groundwater Threats,0
Los Angeles,Pollution Burden Score,6.08
